"Date/Time","Lat","Lon","Base","Distance"
"8/9/2014 16:23:00",40.7614,-73.9016,"B02512",2896.82280808629
"8/9/2014 16:41:00",40.7689,-73.8622,"B02512",1335.16324001038
"8/9/2014 17:11:00",40.7539,-73.8279,"B02512",4654.30368685597
"8/9/2014 18:16:00",40.7727,-73.9161,"B02512",3579.70601319853
"8/9/2014 19:52:00",40.7961,-73.9195,"B02512",4390.36743552703
"8/9/2014 23:08:00",40.7686,-73.9167,"B02512",3716.41855374495
"8/10/2014 9:59:00",40.7743,-73.8731,"B02512",299.209414703288
"8/10/2014 10:01:00",40.7732,-73.8858,"B02512",1076.64007767492
"8/10/2014 10:26:00",40.7682,-73.9293,"B02512",4761.49748842413
"8/10/2014 10:37:00",40.7561,-73.9242,"B02512",4824.3675604676
"8/10/2014 11:01:00",40.7544,-73.8539,"B02512",3024.1309555523
"8/10/2014 12:07:00",40.7739,-73.8721,"B02512",370.381427819941
"8/10/2014 12:33:00",40.7457,-73.9033,"B02512",4262.19049380551
"8/10/2014 12:42:00",40.774,-73.8727,"B02512",340.920488232543
"8/10/2014 12:46:00",40.7741,-73.8725,"B02512",336.367183895084
"8/10/2014 13:00:00",40.7704,-73.8652,"B02512",1036.29755488267
"8/10/2014 13:02:00",40.7415,-73.8504,"B02512",4414.64733459612
"8/10/2014 13:25:00",40.7698,-73.8643,"B02512",1137.26231803976
"8/10/2014 13:47:00",40.7704,-73.875,"B02512",728.471009097023
"8/10/2014 14:54:00",40.7702,-73.8649,"B02512",1069.94989758918
"8/10/2014 15:18:00",40.7738,-73.8719,"B02512",387.848830226824
"8/10/2014 15:23:00",40.7685,-73.8871,"B02512",1447.07005307581
"8/10/2014 15:57:00",40.7698,-73.8644,"B02512",1131.21587772007
"8/10/2014 16:14:00",40.77,-73.8645,"B02512",1109.67367684253
"8/10/2014 16:23:00",40.7709,-73.8657,"B02512",967.313676496884
"8/10/2014 16:28:00",40.774,-73.8727,"B02512",340.920488232543
"8/10/2014 16:41:00",40.7698,-73.8644,"B02512",1131.21587772007
